0, value, target
8478,686.776,688.836
8479,686.736,688.796
8480,686.726,688.786
8481,686.721,688.781
8482,686.721,688.781
8483,686.731,688.791
8484,686.708,688.768
8485,686.655,688.715
8486,686.601,688.661
8487,686.548,688.608
8488,686.495,688.554
8489,686.461,688.521
8490,686.428,688.487
8491,686.375,688.434
8492,686.322,688.381
8493,686.269,688.328
8494,686.216,688.275
8495,686.193,688.252
8496,686.17,688.229
8497,686.147,688.206
8498,686.086,688.145
8499,686.013,688.071
8500,685.931,687.989
8501,685.858,687.915
8502,685.803,687.86
8503,685.717,687.775
8504,685.682,687.74
8505,685.614,687.671
8506,685.581,687.638
8507,685.548,687.604
8508,685.51,687.567
8509,685.463,687.52
8510,685.417,687.473
8511,685.364,687.421
8512,685.308,687.364
8513,685.241,687.297
8514,685.208,687.263
8515,685.174,687.23
8516,685.141,687.197
8517,685.108,687.163
8518,685.074,687.13
8519,685.041,687.096
8520,685.008,687.063
8521,684.974,687.029
8522,684.941,686.996
8523,684.941,686.996
8524,684.941,686.996
8525,684.941,686.996
8526,684.941,686.996
8527,684.941,686.996
8528,685.002,687.057
8529,685.062,687.118
8530,685.132,687.187
8531,685.205,687.261
8532,685.221,687.277
8533,685.268,687.324
8534,685.263,687.318
8535,685.279,687.335
8536,685.312,687.368
8537,685.346,687.402
8538,685.325,687.381
8539,685.304,687.36
8540,685.284,687.339
8541,685.263,687.319
8542,685.242,687.298
8543,685.221,687.277
8544,685.2,687.256
8545,685.18,687.235
8546,685.159,687.214
8547,685.138,687.194
8548,685.117,687.173
8549,685.097,687.152
8550,685.076,687.131
8551,685.055,687.11
8552,685.034,687.089
8553,684.98,687.035
8554,684.926,686.981
8555,684.872,686.926
8556,684.818,686.872
8557,684.764,686.818
8558,684.709,686.764
8559,684.655,686.709
8560,684.574,686.628
8561,684.52,686.573
8562,684.479,686.533
8563,684.444,686.497
8564,684.408,686.462
8565,684.373,686.426
8566,684.299,686.352
8567,684.225,686.278
8568,684.244,686.297
8569,684.263,686.316
8570,684.284,686.337
8571,684.338,686.391
8572,684.393,686.447
8573,684.449,686.502
8574,684.504,686.557
8575,684.584,686.638
8576,684.665,686.719
8577,684.745,686.799
8578,684.826,686.88
8579,684.906,686.961
8580,684.947,687.002
8581,684.988,687.043
8582,685.002,687.057
8583,685.015,687.07
8584,685.024,687.079
8585,685.022,687.077
8586,685.019,687.074
8587,685.002,687.057
8588,685.011,687.066
8589,685.021,687.076
8590,685.058,687.114
8591,685.068,687.124
8592,685.081,687.136
8593,685.155,687.21
8594,685.213,687.268
8595,685.286,687.342
8596,685.36,687.416
8597,685.434,687.49
8598,685.469,687.525
8599,685.503,687.56
8600,685.537,687.593
8601,685.537,687.593
8602,685.528,687.585
8603,685.531,687.587
8604,685.462,687.519
8605,685.369,687.425
8606,685.275,687.331
8607,685.155,687.211
8608,685.062,687.117
8609,684.968,687.023
8610,684.914,686.968
8611,684.86,686.914
8612,684.807,686.862
8613,684.755,686.809
8614,684.707,686.761
8615,684.69,686.744
8616,684.654,686.708
8617,684.632,686.686
8618,684.606,686.66
8619,684.581,686.635
8620,684.556,686.61
8621,684.509,686.563
8622,684.506,686.56
8623,684.436,686.489
8624,684.382,686.436
8625,684.313,686.366
8626,684.243,686.296
8627,684.173,686.226
8628,684.103,686.155
8629,684.033,686.086
8630,684.005,686.057
8631,683.972,686.024
8632,683.95,686.002
8633,683.877,685.928
8634,683.874,685.926
8635,683.861,685.913
8636,683.848,685.899
8637,683.907,685.959
8638,683.891,685.943
8639,683.875,685.926
8640,683.849,685.901
8641,683.821,685.873
8642,683.814,685.866
8643,683.787,685.839
8644,683.78,685.831
8645,683.752,685.803
8646,683.743,685.794
8647,683.716,685.767
8648,683.664,685.715
8649,683.598,685.649
8650,683.546,685.596
8651,683.515,685.565
8652,683.459,685.51
8653,683.404,685.454
8654,683.339,685.389
8655,683.287,685.337
8656,683.235,685.285
8657,683.184,685.233
8658,683.132,685.182
8659,683.081,685.13
8660,682.987,685.036
8661,682.899,684.948
8662,682.806,684.855
8663,682.754,684.803
8664,682.703,684.751
8665,682.662,684.71
8666,682.62,684.668
8667,682.519,684.566
8668,682.403,684.45
8669,682.307,684.353
8670,682.265,684.311
8671,682.224,684.271
8672,682.22,684.267
8673,682.24,684.286
8674,682.24,684.286
8675,682.217,684.263
8676,682.194,684.24
8677,682.214,684.26
8678,682.157,684.204
8679,682.113,684.16
8680,682.056,684.102
8681,681.999,684.045
8682,681.998,684.044
8683,682.024,684.07
8684,682.059,684.105
8685,682.08,684.126
8686,682.039,684.085
8687,681.997,684.043
8688,681.956,684.001
8689,681.914,683.959
8690,681.872,683.917
8691,681.829,683.875
8692,681.787,683.833
8693,681.745,683.791
8694,681.703,683.748
8695,681.661,683.706
8696,681.594,683.639
8697,681.529,683.573
8698,681.535,683.579
8699,681.515,683.559
8700,681.45,683.494
8701,681.385,683.429
8702,681.289,683.333
8703,681.19,683.233
8704,681.09,683.134
8705,681.015,683.058
8706,680.94,682.983
8707,680.837,682.88
8708,680.805,682.848
8709,680.733,682.775
8710,680.661,682.703
8711,680.684,682.726
8712,680.638,682.68
8713,680.567,682.608
8714,680.467,682.508
8715,680.392,682.433
8716,680.38,682.421
8717,680.384,682.425
8718,680.388,682.429
8719,680.391,682.433
8720,680.395,682.436
8721,680.399,682.44
8722,680.403,682.444
8723,680.406,682.448
8724,680.41,682.452
8725,680.441,682.483
8726,680.501,682.543
8727,680.572,682.613
8728,680.636,682.678
8729,680.708,682.75
8730,680.808,682.85
8731,680.908,682.951
8732,681.018,683.061
8733,681.128,683.171
8734,681.227,683.27
8735,681.267,683.311
8736,681.367,683.411
8737,681.47,683.514
8738,681.58,683.625
8739,681.679,683.724
8740,681.77,683.816
8741,681.775,683.82
8742,681.795,683.841
8743,681.815,683.861
8744,681.855,683.901
8745,681.858,683.903
8746,681.866,683.912
8747,681.858,683.904
8748,681.851,683.897
8749,681.845,683.89
8750,681.838,683.883
8751,681.826,683.872
8752,681.815,683.86
8753,681.808,683.853
8754,681.801,683.847
8755,681.767,683.812
8756,681.722,683.768
8757,681.685,683.73
8758,681.647,683.692
8759,681.6,683.645
8760,681.525,683.57
8761,681.45,683.494
8762,681.373,683.417
8763,681.296,683.34
8764,681.23,683.274
8765,681.223,683.267
8766,681.155,683.199
8767,681.089,683.132
8768,681.022,683.065
8769,681.007,683.05
8770,681.001,683.044
8771,680.986,683.029
8772,680.97,683.013
8773,680.935,682.978
8774,680.895,682.938
8775,680.867,682.91
8776,680.818,682.861
8777,680.773,682.815
8778,680.728,682.77
8779,680.679,682.721
8780,680.616,682.658
8781,680.557,682.599
8782,680.493,682.534
8783,680.423,682.464
8784,680.345,682.386
8785,680.268,682.308
8786,680.198,682.238
8787,680.114,682.154
8788,680.03,682.07
8789,679.955,681.995
8790,679.88,681.919
8791,679.802,681.842
8792,679.713,681.752
8793,679.622,681.661
8794,679.589,681.628
8795,679.556,681.594
8796,679.524,681.562
8797,679.49,681.529
8798,679.49,681.529
8799,679.49,681.529
8800,679.401,681.439
8801,679.401,681.439
8802,679.401,681.439
8803,679.421,681.459
8804,679.454,681.493
8805,679.45,681.489
8806,679.461,681.5
8807,679.469,681.507
8808,679.514,681.552
8809,679.564,681.602
8810,679.63,681.669
8811,679.737,681.776
8812,679.874,681.913
8813,679.857,681.897
8814,679.848,681.888
8815,679.888,681.927
8816,679.999,682.039
8817,680.116,682.156
8818,680.158,682.198
8819,680.241,682.282
8820,680.325,682.366
8821,680.411,682.452
8822,680.501,682.543
8823,680.59,682.631
8824,680.621,682.663
8825,680.653,682.695
8826,680.686,682.728
8827,680.716,682.758
8828,680.712,682.754
8829,680.701,682.743
8830,680.775,682.817
8831,680.705,682.747
8832,680.636,682.678
8833,680.618,682.66
8834,680.603,682.645
8835,680.639,682.681
8836,680.607,682.648
8837,680.617,682.659
8838,680.589,682.631
8839,680.56,682.602
8840,680.53,682.571
8841,680.459,682.5
8842,680.392,682.433
8843,680.478,682.52
8844,680.565,682.607
8845,680.603,682.645
8846,680.569,682.611
8847,680.536,682.578
8848,680.559,682.601
8849,680.54,682.582
8850,680.522,682.563
8851,680.503,682.544
8852,680.498,682.54
8853,680.483,682.524
8854,680.468,682.509
8855,680.452,682.494
8856,680.452,682.493
8857,680.405,682.446
8858,680.357,682.398
8859,680.318,682.359
8860,680.282,682.323
8861,680.301,682.342
8862,680.319,682.36
8863,680.278,682.319
8864,680.233,682.274
8865,680.175,682.216
8866,680.184,682.225
8867,680.151,682.192
8868,680.115,682.155
8869,680.073,682.113
8870,680.03,682.07
8871,679.984,682.024
8872,679.892,681.931
8873,679.792,681.831
8874,679.733,681.772
8875,679.673,681.712
8876,679.614,681.653
8877,679.555,681.594
8878,679.515,681.553
8879,679.474,681.513
8880,679.434,681.472
8881,679.394,681.432
8882,679.339,681.377
8883,679.296,681.334
8884,679.254,681.292
8885,679.212,681.249
8886,679.15,681.188
8887,679.14,681.177
8888,679.129,681.166
8889,679.118,681.155
8890,679.109,681.147
8891,679.1,681.138
8892,679.092,681.129
8893,679.091,681.128
8894,679.084,681.121
8895,679.078,681.115
8896,679.072,681.109
8897,679.066,681.103
8898,679.063,681.101
8899,679.067,681.104
8900,679.07,681.107
8901,679.077,681.114
8902,679.136,681.173
8903,679.202,681.24
8904,679.258,681.295
8905,679.312,681.35
8906,679.367,681.405
8907,679.422,681.46
8908,679.477,681.516
8909,679.536,681.575
8910,679.596,681.634
8911,679.655,681.694
8912,679.714,681.753
8913,679.774,681.813
8914,679.833,681.872
8915,679.892,681.932
8916,679.954,681.994
8917,680.016,682.056
8918,680.078,682.118
8919,680.139,682.18
8920,680.199,682.24
8921,680.259,682.3
8922,680.319,682.36
8923,680.378,682.419
8924,680.445,682.486
8925,680.512,682.553
8926,680.578,682.62
8927,680.645,682.687
8928,680.712,682.754
8929,680.778,682.821
8930,680.845,682.888
8931,680.912,682.954
8932,680.945,682.988
8933,680.978,683.021
8934,680.983,683.026
8935,680.987,683.03
8936,680.991,683.034
8937,680.965,683.008
8938,680.939,682.982
8939,680.908,682.951
8940,680.878,682.92
8941,680.847,682.89
8942,680.816,682.859
8943,680.816,682.859
8944,680.816,682.859
8945,680.816,682.859
8946,680.816,682.859
8947,680.789,682.832
8948,680.762,682.804
8949,680.735,682.777
8950,680.701,682.743
8951,680.668,682.71
8952,680.635,682.676
8953,680.601,682.643
8954,680.568,682.61
8955,680.515,682.557
8956,680.482,682.524
8957,680.449,682.49
8958,680.415,682.457
8959,680.382,682.423
8960,680.349,682.39
8961,680.315,682.356
8962,680.282,682.323
8963,680.249,682.29
8964,680.215,682.256
8965,680.182,682.223
8966,680.149,682.189
8967,680.146,682.186
8968,680.143,682.184
8969,680.14,682.181
8970,680.138,682.178
8971,680.135,682.175
8972,680.132,682.173
8973,680.099,682.139
8974,680.066,682.106
8975,680.099,682.139
8976,680.081,682.121
8977,680.089,682.13
8978,680.098,682.138
8979,680.107,682.147
8980,680.119,682.159
8981,680.133,682.174
8982,680.143,682.184
8983,680.209,682.249
8984,680.273,682.314
8985,680.359,682.4
8986,680.426,682.467
8987,680.447,682.488
8988,680.437,682.478
8989,680.427,682.469
8990,680.462,682.503
8991,680.499,682.54
8992,680.536,682.577
8993,680.579,682.621
8994,680.646,682.688
8995,680.713,682.755
8996,680.779,682.822
8997,680.846,682.889
8998,680.913,682.956
8999,680.979,683.022
9000,681.046,683.089
9001,681.113,683.156
9002,681.179,683.223
9003,681.279,683.323
9004,681.379,683.424
9005,681.413,683.457
9006,681.498,683.542
9007,681.583,683.628
9008,681.668,683.713
9009,681.754,683.799
9010,681.842,683.887
9011,681.927,683.973
9012,682.017,684.063
9013,682.052,684.098
9014,682.087,684.133
9015,682.121,684.167
9016,682.154,684.2
9017,682.233,684.28
9018,682.342,684.389
9019,682.452,684.499
9020,682.518,684.565
9021,682.581,684.628
9022,682.644,684.692
9023,682.7,684.748
9024,682.733,684.782
9025,682.766,684.815
9026,682.799,684.848
9027,682.832,684.881
9028,682.866,684.914
9029,682.899,684.948
9030,682.932,684.98
9031,682.964,685.013
9032,682.996,685.045
9033,682.994,685.043
9034,682.993,685.042
9035,682.993,685.042
9036,682.991,685.04
9037,682.991,685.04
9038,682.989,685.038
9039,682.988,685.037
9040,682.988,685.037
9041,682.987,685.036
9042,682.987,685.036
9043,682.987,685.036
9044,682.987,685.036
9045,682.987,685.036
9046,682.987,685.036
9047,682.988,685.037
9048,682.996,685.045
9049,683.004,685.053
9050,683.035,685.084
9051,683.065,685.114
9052,683.096,685.145
9053,683.126,685.176
9054,683.157,685.206
9055,683.19,685.24
9056,683.22,685.27
9057,683.251,685.3
9058,683.317,685.367
9059,683.384,685.434
9060,683.451,685.502
9061,683.519,685.57
9062,683.587,685.638
9063,683.655,685.706
9064,683.68,685.731
9065,683.71,685.761
9066,683.741,685.792
9067,683.775,685.826
9068,683.842,685.893
9069,683.909,685.96
9070,683.973,686.025
9071,684.04,686.092
9072,684.103,686.156
9073,684.17,686.222
9074,684.232,686.285
9075,684.299,686.352
9076,684.345,686.398
9077,684.391,686.444
9078,684.429,686.483
9079,684.468,686.521
9080,684.484,686.538
9081,684.491,686.544
9082,684.49,686.544
9083,684.49,686.543
9084,684.489,686.543
9085,684.486,686.54
9086,684.489,686.542
9087,684.491,686.545
9088,684.457,686.51
9089,684.422,686.476
9090,684.389,686.442
9091,684.356,686.409
9092,684.322,686.375
9093,684.289,686.342
9094,684.299,686.352
9095,684.303,686.356
9096,684.307,686.36
9097,684.306,686.359
9098,684.275,686.328
9099,684.242,686.294
9100,684.211,686.264
9101,684.177,686.23
9102,684.147,686.199
9103,684.114,686.166
9104,684.132,686.184
9105,684.097,686.15
9106,684.081,686.133
9107,684.065,686.117
9108,684.025,686.078
9109,683.986,686.038
9110,683.939,685.991
9111,683.902,685.954
9112,683.87,685.921
9113,683.837,685.889
9114,683.742,685.793
9115,683.647,685.698
9116,683.609,685.66
9117,683.571,685.622
9118,683.534,685.585
9119,683.499,685.549
9120,683.396,685.446
9121,683.293,685.343
9122,683.169,685.219
9123,683.036,685.085
9124,682.902,684.951
9125,682.778,684.826
9126,682.654,684.702
9127,682.528,684.575
9128,682.403,684.45
9129,682.279,684.326
9130,682.155,684.201
9131,682.032,684.078
9132,681.951,683.997
9133,681.87,683.916
9134,681.742,683.787
9135,681.706,683.751
9136,681.672,683.717
9137,681.553,683.598
9138,681.542,683.586
9139,681.534,683.579
9140,681.534,683.579
9141,681.446,683.49
9142,681.369,683.413
9143,681.293,683.336
9144,681.279,683.323
9145,681.265,683.309
9146,681.192,683.235
9147,681.117,683.161
9148,681.041,683.084
9149,680.957,683
9150,680.934,682.976
9151,680.903,682.946
9152,680.894,682.937
9153,680.894,682.937
9154,680.894,682.937
9155,680.885,682.928
9156,680.876,682.919
9157,680.869,682.911
9158,680.86,682.902
9159,680.851,682.893
9160,680.842,682.884
9161,680.832,682.874
9162,680.78,682.822
9163,680.728,682.77
9164,680.676,682.718
9165,680.579,682.62
9166,680.483,682.524
9167,680.472,682.513
9168,680.376,682.417
9169,680.276,682.317
9170,680.176,682.216
9171,680.164,682.205
9172,680.143,682.184
9173,680.122,682.163
9174,680.101,682.142
9175,680.08,682.121
9176,680.06,682.1
9177,680.039,682.079
9178,680.02,682.06
9179,680.007,682.047
9180,680,682.04
9181,680,682.04
9182,680,682.04
9183,680,682.04
9184,680,682.04
9185,680,682.04
9186,680,682.04
9187,680,682.04
9188,680,682.04
9189,680.001,682.041
9190,680.001,682.041
9191,680.001,682.041
9192,680.001,682.041
9193,680.001,682.041
9194,680.001,682.041
9195,680.001,682.041
9196,680.001,682.041
9197,680.001,682.041
9198,680.001,682.041
9199,680.001,682.041
9200,680.001,682.041
9201,680.001,682.041
9202,679.964,682.004
9203,679.963,682.003
9204,679.962,682.002
9205,679.929,681.968
9206,679.895,681.934
9207,679.861,681.9
9208,679.826,681.866
9209,679.767,681.807
9210,679.708,681.747
9211,679.707,681.746
9212,679.706,681.746
9213,679.706,681.745
9214,679.705,681.744
9215,679.705,681.744
9216,679.701,681.74
9217,679.698,681.737
9218,679.694,681.733
9219,679.69,681.73
9220,679.687,681.726
9221,679.686,681.725
9222,679.686,681.725
9223,679.686,681.725
9224,679.686,681.725
9225,679.686,681.725
9226,679.686,681.725
9227,679.686,681.725
9228,679.686,681.725
9229,679.686,681.725
9230,679.686,681.725
9231,679.687,681.726
9232,679.724,681.763
9233,679.724,681.764
9234,679.725,681.764
9235,679.759,681.798
9236,679.79,681.829
9237,679.824,681.863
9238,679.858,681.898
9239,679.917,681.957
9240,679.976,682.016
9241,679.974,682.014
9242,679.971,682.011
9243,679.939,681.979
9244,679.908,681.947
9245,679.877,681.916
9246,679.849,681.888
9247,679.82,681.86
9248,679.792,681.831
9249,679.763,681.802
9250,679.735,681.774
9251,679.703,681.742
9252,679.671,681.71
9253,679.639,681.678
9254,679.607,681.646
9255,679.575,681.614
9256,679.543,681.582
9257,679.511,681.55
9258,679.511,681.55
9259,679.479,681.518
9260,679.447,681.486
9261,679.415,681.453
9262,679.383,681.421
9263,679.351,681.389
9264,679.319,681.357
9265,679.287,681.325
9266,679.257,681.295
9267,679.224,681.261
9268,679.168,681.205
9269,679.112,681.149
9270,679.095,681.133
9271,679.082,681.119
9272,679.069,681.106
9273,679.085,681.122
9274,679.1,681.137
9275,679.115,681.152
9276,679.13,681.167
9277,679.162,681.199
9278,679.193,681.231
9279,679.225,681.263
9280,679.257,681.295
9281,679.289,681.327
9282,679.321,681.359
9283,679.353,681.391
9284,679.385,681.423
9285,679.417,681.456
9286,679.449,681.488
9287,679.481,681.519
9288,679.481,681.519
9289,679.513,681.552
9290,679.545,681.584
9291,679.577,681.616
9292,679.609,681.648
9293,679.641,681.68
9294,679.673,681.712
9295,679.705,681.744
9296,679.738,681.778
9297,679.772,681.811
9298,679.827,681.867
9299,679.883,681.923
9300,679.9,681.94
9301,679.899,681.939
9302,679.898,681.938
9303,679.915,681.954
9304,679.931,681.971
9305,679.948,681.988
9306,679.965,682.004
9307,679.965,682.004
9308,679.965,682.004
9309,679.998,682.038
9310,680.031,682.071
9311,680.065,682.105
9312,680.098,682.138
9313,680.15,682.19
9314,680.216,682.257
9315,680.308,682.349
9316,680.4,682.442
9317,680.495,682.536
9318,680.589,682.631
9319,680.684,682.726
9320,680.779,682.821
9321,680.873,682.916
9322,680.968,683.011
9323,681.062,683.106
9324,681.157,683.2
9325,681.252,683.295
9326,681.346,683.39
9327,681.441,683.485
9328,681.535,683.58
9329,681.63,683.675
9330,681.724,683.77
9331,681.837,683.882
9332,681.949,683.995
9333,682.041,684.087
9334,682.133,684.18
9335,682.225,684.272
9336,682.317,684.364
9337,682.417,684.465
9338,682.494,684.541
9339,682.537,684.584
9340,682.544,684.591
9341,682.587,684.634
9342,682.63,684.678
9343,682.654,684.702
9344,682.664,684.712
9345,682.648,684.696
9346,682.633,684.681
9347,682.614,684.662
9348,682.596,684.644
9349,682.578,684.626
9350,682.56,684.607
9351,682.541,684.589
9352,682.523,684.571
9353,682.505,684.552
9354,682.463,684.51
9355,682.444,684.492
9356,682.426,684.473
9357,682.408,684.455
9358,682.39,684.437
9359,682.374,684.421
9360,682.362,684.409
9361,682.355,684.402
9362,682.349,684.396
9363,682.345,684.392
9364,682.341,684.388
9365,682.349,684.396
9366,682.357,684.404
9367,682.357,684.404
9368,682.372,684.419
9369,682.388,684.435
9370,682.439,684.487
9371,682.454,684.502
9372,682.469,684.517
9373,682.484,684.532
9374,682.499,684.547
9375,682.514,684.562
9376,682.538,684.585
9377,682.595,684.643
9378,682.627,684.675
9379,682.66,684.708
9380,682.692,684.741
9381,682.725,684.773
9382,682.758,684.806
9383,682.79,684.839
9384,682.812,684.861
9385,682.869,684.918
9386,682.926,684.975
9387,682.983,685.032
9388,683.04,685.089
9389,683.128,685.178
9390,683.212,685.262
9391,683.297,685.347
9392,683.383,685.433
9393,683.469,685.519
9394,683.561,685.612
9395,683.649,685.7
9396,683.738,685.79
9397,683.775,685.827
9398,683.82,685.872
9399,683.821,685.873
9400,683.866,685.918
9401,683.912,685.964
9402,683.958,686.01
9403,684.054,686.106
9404,684.151,686.203
9405,684.174,686.226
9406,684.26,686.312
9407,684.312,686.365
9408,684.389,686.442
9409,684.466,686.52
9410,684.544,686.597
9411,684.621,686.675
9412,684.631,686.685
9413,684.64,686.694
9414,684.685,686.739
9415,684.67,686.724
9416,684.656,686.71
9417,684.628,686.682
9418,684.601,686.654
9419,684.553,686.606
9420,684.492,686.545
9421,684.424,686.477
9422,684.326,686.379
9423,684.218,686.271
9424,684.222,686.275
9425,684.218,686.271
9426,684.213,686.266
9427,684.26,686.313
9428,684.309,686.362
9429,684.402,686.456
9430,684.451,686.505
9431,684.5,686.554
9432,684.549,686.603
9433,684.548,686.601
9434,684.546,686.599
9435,684.618,686.671
9436,684.618,686.671
9437,684.618,686.671
9438,684.546,686.599
9439,684.472,686.525
9440,684.416,686.469
9441,684.416,686.469
9442,684.483,686.536
9443,684.552,686.606
9444,684.622,686.676
9445,684.691,686.745
9446,684.761,686.815
9447,684.844,686.898
9448,684.926,686.981
9449,685.002,687.057
9450,685.123,687.178
9451,685.212,687.268
9452,685.331,687.387
9453,685.452,687.509
9454,685.455,687.512
9455,685.459,687.515
9456,685.462,687.518
9457,685.462,687.519
9458,685.461,687.517
9459,685.464,687.521
9460,685.468,687.524
9461,685.471,687.528
9462,685.474,687.531
9463,685.477,687.534
9464,685.477,687.534
9465,685.476,687.532
9466,685.481,687.537
9467,685.521,687.577
9468,685.633,687.69
9469,685.747,687.804
9470,685.843,687.901
9471,685.884,687.941
9472,685.924,687.981
9473,685.884,687.941
9474,685.922,687.98
9475,685.96,688.018
9476,685.92,687.978
9477,685.883,687.941
9478,685.928,687.986
9479,685.966,688.024
9480,685.977,688.034
9481,685.961,688.019
9482,686.017,688.075
9483,686.082,688.14
9484,686.146,688.205
9485,686.211,688.27
9486,686.277,688.336
9487,686.344,688.403
9488,686.412,688.471
9489,686.475,688.534
9490,686.538,688.597
9491,686.601,688.661
9492,686.664,688.724
9493,686.727,688.788
9494,686.794,688.854
9495,686.862,688.923
9496,686.924,688.985
9497,686.901,688.962
9498,686.88,688.941
9499,686.854,688.914
9500,686.827,688.888
9501,686.798,688.859
9502,686.769,688.829
9503,686.817,688.878
9504,686.771,688.832
9505,686.725,688.785
9506,686.757,688.817
9507,686.802,688.862
9508,686.765,688.825
9509,686.728,688.788
9510,686.688,688.748
9511,686.705,688.765
9512,686.651,688.71
9513,686.595,688.655
9514,686.539,688.599
9515,686.483,688.543
9516,686.427,688.487
9517,686.38,688.439
9518,686.332,688.391
9519,686.285,688.343
9520,686.237,688.296
9521,686.204,688.263
9522,686.171,688.23
9523,686.158,688.217
9524,686.159,688.217
9525,686.159,688.217
9526,686.159,688.218
9527,686.209,688.268
9528,686.262,688.321
9529,686.321,688.38
9530,686.38,688.44
9531,686.442,688.501
9532,686.484,688.543
9533,686.526,688.586
9534,686.585,688.645
9535,686.644,688.704
9536,686.703,688.763
9537,686.746,688.806
9538,686.813,688.874
9539,686.811,688.872
9540,686.878,688.939
9541,686.945,689.006
9542,687.012,689.073
9543,687.079,689.141
9544,687.149,689.21
9545,687.219,689.281
9546,687.289,689.351
9547,687.351,689.413
9548,687.413,689.475
9549,687.475,689.538
9550,687.537,689.599
9551,687.584,689.647
9552,687.631,689.694
9553,687.659,689.722
9554,687.687,689.75
9555,687.72,689.783
9556,687.753,689.816
9557,687.794,689.857
9558,687.833,689.897
9559,687.807,689.871
9560,687.782,689.845
9561,687.756,689.819
9562,687.75,689.813
9563,687.744,689.807
9564,687.737,689.8
9565,687.73,689.794
9566,687.724,689.787
9567,687.693,689.756
9568,687.65,689.713
9569,687.677,689.74
9570,687.634,689.697
9571,687.586,689.648
9572,687.537,689.6
9573,687.488,689.551
9574,687.437,689.499
9575,687.379,689.441
9576,687.303,689.365
9577,687.165,689.227
9578,687.028,689.089
9579,686.89,688.951
9580,686.736,688.796
9581,686.578,688.637
9582,686.419,688.478
9583,686.261,688.32
9584,686.075,688.133
9585,685.977,688.035
9586,685.882,687.939
9587,685.778,687.835
9588,685.679,687.736
9589,685.644,687.701
9590,685.61,687.667
9591,685.576,687.632
9592,685.545,687.601
9593,685.543,687.6
9594,685.528,687.585
9595,685.512,687.569
9596,685.403,687.46
9597,685.386,687.442
9598,685.357,687.413
9599,685.292,687.348
9600,685.227,687.283
9601,685.169,687.225
9602,685.111,687.166
9603,685.052,687.108
9604,684.994,687.049
9605,684.942,686.997
9606,684.909,686.964
9607,684.965,687.02
9608,685.032,687.087
9609,685.099,687.154
9610,685.151,687.207
9611,685.208,687.264
9612,685.265,687.32
9613,685.321,687.377
9614,685.391,687.447
9615,685.368,687.424
9616,685.335,687.391
9617,685.31,687.366
9618,685.276,687.332
9619,685.201,687.257
9620,685.126,687.182
9621,685.051,687.106
9622,684.973,687.028
9623,684.866,686.92
9624,684.772,686.826
9625,684.679,686.733
9626,684.679,686.733
9627,684.611,686.665
9628,684.553,686.607
9629,684.53,686.584
9630,684.507,686.561
9631,684.583,686.637
9632,684.66,686.714
9633,684.736,686.79
9634,684.805,686.86
9635,684.869,686.924
9636,684.932,686.986
9637,684.967,687.022
9638,684.991,687.046
9639,685.014,687.069
9640,685.07,687.125
9641,685.126,687.181
9642,685.181,687.237
9643,685.248,687.303
9644,685.307,687.363
9645,685.375,687.431
9646,685.449,687.505
9647,685.516,687.573
9648,685.584,687.641
9649,685.655,687.712
9650,685.726,687.783
9651,685.797,687.855
9652,685.868,687.926
9653,685.977,688.035
9654,686.054,688.112
9655,686.13,688.188
9656,686.206,688.265
9657,686.283,688.341
9658,686.349,688.408
9659,686.416,688.475
9660,686.483,688.542
9661,686.446,688.505
9662,686.409,688.469
9663,686.375,688.434
9664,686.343,688.402
9665,686.318,688.377
9666,686.293,688.352
9667,686.267,688.326
9668,686.244,688.303
9669,686.222,688.281
9670,686.197,688.256
9671,686.172,688.23
9672,686.114,688.172
9673,686.045,688.103
9674,685.983,688.041
9675,685.913,687.971
9676,685.814,687.872
9677,685.715,687.772
9678,685.616,687.672
9679,685.554,687.611
9680,685.493,687.549
9681,685.431,687.488
9682,685.37,687.426
9683,685.271,687.327
9684,685.211,687.266
9685,685.16,687.216
9686,685.109,687.165
9687,685.102,687.157
9688,685.089,687.145
9689,685.077,687.132
9690,685.065,687.12
9691,685.059,687.115
9692,685.058,687.113
9693,685.056,687.111
9694,685.059,687.114
9695,685.091,687.146
9696,685.129,687.184
9697,685.167,687.223
9698,685.191,687.247
9699,685.215,687.27
9700,685.241,687.296
9701,685.241,687.297
9702,685.274,687.33
9703,685.307,687.363
9704,685.34,687.396
9705,685.373,687.429
9706,685.435,687.492
9707,685.498,687.554
9708,685.56,687.617
9709,685.61,687.667
9710,685.634,687.691
9711,685.657,687.714
9712,685.681,687.738
9713,685.688,687.745
9714,685.688,687.745
9715,685.675,687.732
9716,685.66,687.717
9717,685.604,687.661
9718,685.553,687.61
9719,685.503,687.559
9720,685.465,687.521
9721,685.408,687.465
9722,685.347,687.403
9723,685.34,687.396
9724,685.293,687.349
9725,685.191,687.247
9726,685.084,687.139
9727,684.975,687.03
9728,684.862,686.917
9729,684.744,686.798
9730,684.626,686.679
9731,684.533,686.586
9732,684.437,686.491
9733,684.342,686.395
9734,684.246,686.299
9735,684.151,686.203
9736,684.055,686.107
9737,683.959,686.011
9738,683.864,685.915
9739,683.78,685.832
9740,683.723,685.775
9741,683.666,685.717
9742,683.613,685.664
9743,683.577,685.628
9744,683.541,685.592
9745,683.508,685.559
9746,683.48,685.53
9747,683.447,685.497
9748,683.414,685.464
9749,683.38,685.431
9750,683.335,685.385
9751,683.304,685.354
