0, value, target
15297,709.893,712.023
15298,709.809,711.939
15299,709.757,711.887
15300,709.705,711.835
15301,709.653,711.782
15302,709.655,711.784
15303,709.658,711.787
15304,709.66,711.789
15305,709.662,711.791
15306,709.664,711.793
15307,709.649,711.778
15308,709.635,711.764
15309,709.62,711.749
15310,709.605,711.734
15311,709.59,711.719
15312,709.56,711.689
15313,709.531,711.659
15314,709.513,711.641
15315,709.416,711.544
15316,709.396,711.525
15317,709.378,711.506
15318,709.333,711.461
15319,709.289,711.416
15320,709.271,711.399
15321,709.247,711.375
15322,709.23,711.358
15323,709.213,711.34
15324,709.204,711.332
15325,709.196,711.323
15326,709.24,711.368
15327,709.285,711.413
15328,709.331,711.459
15329,709.376,711.504
15330,709.406,711.534
15331,709.435,711.563
15332,709.41,711.538
15333,709.389,711.517
15334,709.368,711.496
15335,709.347,711.475
15336,709.326,711.454
15337,709.305,711.433
15338,709.283,711.411
15339,709.261,711.389
15340,709.239,711.367
15341,709.217,711.345
15342,709.195,711.323
15343,709.173,711.301
15344,709.152,711.279
15345,709.209,711.336
15346,709.188,711.316
15347,709.166,711.293
15348,709.144,711.271
15349,709.092,711.219
15350,709.039,711.166
15351,708.989,711.116
15352,708.973,711.1
15353,708.924,711.051
15354,708.876,711.003
15355,708.864,710.99
15356,708.851,710.978
15357,708.744,710.87
15358,708.637,710.763
15359,708.53,710.656
15360,708.438,710.563
15361,708.346,710.471
15362,708.35,710.475
15363,708.35,710.475
15364,708.254,710.379
15365,708.159,710.283
15366,708.158,710.283
15367,708.131,710.255
15368,708.104,710.228
15369,708.077,710.201
15370,707.966,710.09
15371,707.959,710.083
15372,707.952,710.076
15373,707.945,710.069
15374,707.938,710.062
15375,707.931,710.055
15376,707.871,709.994
15377,707.81,709.934
15378,707.75,709.874
15379,707.72,709.844
15380,707.752,709.875
15381,707.786,709.91
15382,707.786,709.909
15383,707.821,709.944
15384,707.855,709.979
15385,707.855,709.979
15386,707.855,709.979
15387,707.949,710.073
15388,708.043,710.168
15389,708.138,710.262
15390,708.233,710.358
15391,708.328,710.453
15392,708.329,710.454
15393,708.328,710.453
15394,708.424,710.549
15395,708.52,710.645
15396,708.52,710.646
15397,708.496,710.622
15398,708.524,710.65
15399,708.551,710.677
15400,708.607,710.733
15401,708.613,710.738
15402,708.618,710.744
15403,708.624,710.75
15404,708.63,710.756
15405,708.636,710.762
15406,708.698,710.824
15407,708.756,710.883
15408,708.815,710.942
15409,708.874,711
15410,708.874,711.001
15411,708.872,710.999
15412,708.87,710.997
15413,708.868,710.995
15414,708.868,710.995
15415,708.868,710.995
15416,708.868,710.995
15417,708.866,710.993
15418,708.866,710.993
15419,708.866,710.993
15420,708.866,710.993
15421,708.866,710.993
15422,708.866,710.993
15423,708.866,710.993
15424,708.866,710.993
15425,708.866,710.993
15426,708.866,710.993
15427,708.918,711.044
15428,708.918,711.044
15429,708.918,711.044
15430,708.971,711.098
15431,708.867,710.994
15432,708.762,710.889
15433,708.657,710.783
15434,708.552,710.677
15435,708.446,710.572
15436,708.34,710.465
15437,708.235,710.36
15438,708.124,710.249
15439,708.014,710.138
15440,707.89,710.014
15441,707.765,709.888
15442,707.634,709.757
15443,707.502,709.625
15444,707.369,709.491
15445,707.236,709.358
15446,707.102,709.224
15447,706.971,709.092
15448,706.837,708.957
15449,706.704,708.824
15450,706.57,708.69
15451,706.437,708.556
15452,706.304,708.423
15453,706.17,708.289
15454,706.037,708.155
15455,705.903,708.021
15456,705.77,707.887
15457,705.637,707.754
15458,705.503,707.62
15459,705.37,707.486
15460,705.239,707.355
15461,705.213,707.328
15462,705.186,707.302
15463,705.16,707.275
15464,705.133,707.249
15465,705.107,707.222
15466,705.081,707.196
15467,705.054,707.17
15468,705.034,707.149
15469,705.014,707.129
15470,705.004,707.119
15471,704.998,707.113
15472,704.998,707.113
15473,704.998,707.113
15474,704.998,707.113
15475,704.998,707.113
15476,705.069,707.184
15477,705.14,707.255
15478,705.212,707.327
15479,705.282,707.398
15480,705.291,707.407
15481,705.299,707.415
15482,705.324,707.44
15483,705.35,707.466
15484,705.375,707.491
15485,705.373,707.489
15486,705.37,707.487
15487,705.369,707.485
15488,705.367,707.483
15489,705.35,707.466
15490,705.333,707.449
15491,705.315,707.431
15492,705.288,707.404
15493,705.261,707.377
15494,705.201,707.317
15495,705.141,707.256
15496,705.081,707.196
15497,705.02,707.136
15498,704.96,707.075
15499,704.9,707.015
15500,704.84,706.954
15501,704.779,706.894
15502,704.719,706.833
15503,704.659,706.773
15504,704.598,706.712
15505,704.532,706.645
15506,704.367,706.48
15507,704.197,706.309
15508,704.027,706.139
15509,703.857,705.969
15510,703.749,705.861
15511,703.642,705.753
15512,703.517,705.628
15513,703.392,705.502
15514,703.267,705.377
15515,703.169,705.279
15516,703.071,705.181
15517,702.973,705.082
15518,702.876,704.985
15519,702.795,704.903
15520,702.711,704.819
15521,702.628,704.736
15522,702.547,704.655
15523,702.466,704.574
15524,702.418,704.525
15525,702.369,704.477
15526,702.32,704.427
15527,702.272,704.378
15528,702.223,704.329
15529,702.183,704.289
15530,702.115,704.222
15531,702.065,704.171
15532,702.015,704.121
15533,701.964,704.07
15534,701.897,704.003
15535,701.836,703.942
15536,701.802,703.908
15537,701.774,703.88
15538,701.707,703.812
15539,701.639,703.744
15540,701.572,703.676
15541,701.505,703.609
15542,701.437,703.542
15543,701.371,703.475
15544,701.304,703.408
15545,701.237,703.341
15546,701.171,703.274
15547,701.104,703.207
15548,701.036,703.139
15549,700.968,703.071
15550,700.902,703.005
15551,700.836,702.939
15552,700.777,702.879
15553,700.718,702.82
15554,700.66,702.762
15555,700.602,702.704
15556,700.545,702.646
15557,700.487,702.589
15558,700.43,702.531
15559,700.363,702.464
15560,700.324,702.425
15561,700.26,702.361
15562,700.197,702.297
15563,700.133,702.233
15564,700.084,702.185
15565,700.027,702.127
15566,699.921,702.021
15567,699.815,701.915
15568,699.749,701.848
15569,699.741,701.84
15570,699.733,701.832
15571,699.726,701.825
15572,699.718,701.817
15573,699.717,701.817
15574,699.717,701.817
15575,699.717,701.817
15576,699.717,701.817
15577,699.718,701.817
15578,699.718,701.817
15579,699.718,701.817
15580,699.718,701.817
15581,699.718,701.817
15582,699.718,701.817
15583,699.718,701.817
15584,699.718,701.817
15585,699.718,701.817
15586,699.718,701.817
15587,699.709,701.808
15588,699.7,701.799
15589,699.689,701.788
15590,699.678,701.777
15591,699.674,701.773
15592,699.669,701.768
15593,699.66,701.759
15594,699.652,701.751
15595,699.654,701.753
15596,699.704,701.803
15597,699.753,701.852
15598,699.803,701.903
15599,699.786,701.886
15600,699.769,701.868
15601,699.751,701.85
15602,699.733,701.832
15603,699.668,701.767
15604,699.603,701.702
15605,699.537,701.636
15606,699.472,701.571
15607,699.405,701.504
15608,699.291,701.389
15609,699.165,701.262
15610,699.038,701.135
15611,698.912,701.008
15612,698.784,700.88
15613,698.654,700.75
15614,698.488,700.584
15615,698.321,700.416
15616,698.151,700.245
15617,697.964,700.058
15618,697.772,699.865
15619,697.582,699.674
15620,697.382,699.474
15621,697.177,699.268
15622,696.968,699.059
15623,696.941,699.032
15624,696.914,699.005
15625,696.887,698.978
15626,696.861,698.951
15627,696.835,698.925
15628,696.808,698.898
15629,696.788,698.879
15630,696.77,698.861
15631,696.752,698.842
15632,696.735,698.825
15633,696.688,698.778
15634,696.71,698.8
15635,696.732,698.822
15636,696.753,698.844
15637,696.787,698.877
15638,696.867,698.958
15639,697.008,699.099
15640,697.149,699.241
15641,697.29,699.382
15642,697.434,699.526
15643,697.579,699.672
15644,697.761,699.854
15645,697.944,700.037
15646,698.13,700.225
15647,698.341,700.436
15648,698.549,700.645
15649,698.757,700.853
15650,698.983,701.08
15651,699.216,701.313
15652,699.454,701.552
15653,699.514,701.612
15654,699.573,701.672
15655,699.632,701.731
15656,699.684,701.783
15657,699.733,701.833
15658,699.783,701.883
15659,699.833,701.933
15660,699.883,701.982
15661,699.932,702.032
15662,699.982,702.082
15663,700.1,702.201
15664,700.15,702.25
15665,700.199,702.3
15666,700.216,702.317
15667,700.256,702.357
15668,700.295,702.396
15669,700.287,702.388
15670,700.279,702.38
15671,700.271,702.372
15672,700.261,702.362
15673,700.312,702.413
15674,700.371,702.472
15675,700.38,702.482
15676,700.37,702.472
15677,700.361,702.462
15678,700.36,702.462
15679,700.36,702.461
15680,700.35,702.451
15681,700.34,702.442
15682,700.331,702.432
15683,700.321,702.422
15684,700.312,702.413
15685,700.302,702.403
15686,700.3,702.401
15687,700.301,702.402
15688,700.288,702.389
15689,700.276,702.377
15690,700.248,702.349
15691,700.219,702.32
15692,700.202,702.303
15693,700.185,702.285
15694,700.167,702.268
15695,700.15,702.251
15696,700.165,702.266
15697,700.148,702.248
15698,700.13,702.231
15699,700.108,702.208
15700,700.085,702.185
15701,700.062,702.162
15702,700.039,702.139
15703,699.956,702.055
15704,699.854,701.954
15705,699.802,701.902
15706,699.77,701.869
15707,699.737,701.836
15708,699.704,701.803
15709,699.687,701.786
15710,699.67,701.769
15711,699.652,701.751
15712,699.647,701.746
15713,699.641,701.74
15714,699.66,701.759
15715,699.68,701.779
15716,699.699,701.798
15717,699.718,701.817
15718,699.749,701.848
15719,699.781,701.88
15720,699.829,701.928
15721,699.876,701.976
15722,699.921,702.021
15723,699.965,702.065
15724,700.006,702.106
15725,700.047,702.148
15726,700.089,702.189
15727,700.133,702.234
15728,700.178,702.279
15729,700.228,702.329
15730,700.278,702.379
15731,700.328,702.429
15732,700.378,702.479
15733,700.428,702.529
15734,700.529,702.631
15735,700.63,702.732
15736,700.732,702.834
15737,700.833,702.935
15738,700.934,703.037
15739,701.037,703.14
15740,701.139,703.243
15741,701.242,703.346
15742,701.333,703.437
15743,701.423,703.527
15744,701.489,703.593
15745,701.555,703.66
15746,701.663,703.768
15747,701.77,703.876
15748,701.879,703.985
15749,701.849,703.954
15750,701.819,703.924
15751,701.781,703.886
15752,701.881,703.986
15753,701.98,704.086
15754,702.083,704.189
15755,702.186,704.293
15756,702.249,704.356
15757,702.309,704.416
15758,702.368,704.475
15759,702.428,704.535
15760,702.487,704.595
15761,702.547,704.655
15762,702.606,704.714
15763,702.666,704.774
15764,702.684,704.792
15765,702.702,704.811
15766,702.721,704.829
15767,702.739,704.847
15768,702.8,704.909
15769,702.844,704.953
15770,702.889,704.997
15771,702.933,705.042
15772,702.897,705.006
15773,702.942,705.051
15774,702.986,705.095
15775,703.03,705.139
15776,703.033,705.142
15777,702.962,705.071
15778,702.891,705
15779,702.947,705.056
15780,703.004,705.113
15781,703.004,705.113
15782,702.858,704.967
15783,702.777,704.885
15784,702.735,704.843
15785,702.692,704.8
15786,702.682,704.791
15787,702.68,704.788
15788,702.706,704.814
15789,702.748,704.856
15790,702.788,704.896
15791,702.828,704.936
15792,702.868,704.977
15793,702.908,705.017
15794,702.948,705.057
15795,702.988,705.097
15796,702.95,705.059
15797,702.911,705.02
15798,702.83,704.938
15799,702.786,704.895
15800,702.743,704.851
15801,702.699,704.808
15802,702.736,704.844
15803,702.693,704.801
15804,702.649,704.757
15805,702.606,704.714
15806,702.562,704.67
15807,702.591,704.699
15808,702.621,704.729
15809,702.662,704.77
15810,702.702,704.811
15811,702.807,704.915
15812,702.834,704.942
15813,702.796,704.905
15814,702.756,704.864
15815,702.716,704.824
15816,702.721,704.829
15817,702.645,704.753
15818,702.494,704.602
15819,702.395,704.502
15820,702.307,704.414
15821,702.22,704.326
15822,702.055,704.162
15823,701.891,703.997
15824,701.727,703.832
15825,701.561,703.666
15826,701.474,703.578
15827,701.386,703.49
15828,701.301,703.405
15829,701.175,703.279
15830,701.049,703.153
15831,700.924,703.027
15832,700.734,702.836
15833,700.544,702.646
15834,700.354,702.455
15835,700.155,702.255
15836,699.955,702.055
15837,699.755,701.855
15838,699.625,701.724
15839,699.536,701.635
15840,699.347,701.445
15841,699.258,701.355
15842,699.246,701.344
15843,699.235,701.332
15844,699.188,701.285
15845,699.14,701.237
15846,699.054,701.151
15847,699.056,701.153
15848,699.114,701.211
15849,699.105,701.202
15850,699.086,701.183
15851,699.066,701.164
15852,699.124,701.221
15853,699.185,701.283
15854,699.264,701.362
15855,699.345,701.443
15856,699.426,701.525
15857,699.527,701.626
15858,699.545,701.644
15859,699.533,701.632
15860,699.522,701.62
15861,699.61,701.709
15862,699.775,701.875
15863,699.828,701.927
15864,699.88,701.98
15865,699.943,702.043
15866,700.005,702.105
15867,700.068,702.168
15868,700.061,702.161
15869,700.012,702.112
15870,700.026,702.126
15871,699.926,702.026
15872,699.824,701.924
15873,699.788,701.887
15874,699.752,701.851
15875,699.716,701.815
15876,699.668,701.767
15877,699.652,701.751
15878,699.626,701.725
15879,699.6,701.698
15880,699.574,701.672
15881,699.547,701.646
15882,699.521,701.62
15883,699.491,701.59
15884,699.443,701.541
15885,699.395,701.493
15886,699.347,701.445
15887,699.279,701.377
15888,699.293,701.391
15889,699.293,701.391
15890,699.293,701.391
15891,699.169,701.266
15892,699.032,701.129
15893,699.008,701.105
15894,698.985,701.082
15895,698.961,701.058
15896,698.994,701.091
15897,698.939,701.036
15898,698.885,700.981
15899,698.848,700.944
15900,698.849,700.945
15901,698.864,700.961
15902,698.881,700.978
15903,698.833,700.929
15904,698.784,700.881
15905,698.718,700.814
15906,698.664,700.76
15907,698.564,700.66
15908,698.456,700.551
15909,698.356,700.451
15910,698.256,700.351
15911,698.156,700.25
15912,698.056,700.15
15913,697.956,700.05
15914,697.856,699.95
15915,697.756,699.849
15916,697.656,699.749
15917,697.556,699.649
15918,697.456,699.549
15919,697.401,699.493
15920,697.346,699.438
15921,697.315,699.407
15922,697.284,699.376
15923,697.253,699.345
15924,697.222,699.313
15925,697.191,699.282
15926,697.103,699.194
15927,697.103,699.194
15928,697.102,699.193
15929,697.084,699.175
15930,697.066,699.157
15931,697.048,699.139
15932,697.029,699.121
15933,697.011,699.102
15934,696.993,699.084
15935,696.993,699.084
15936,696.992,699.083
15937,696.992,699.083
15938,697,699.091
15939,697,699.091
15940,697,699.091
15941,697,699.091
15942,697,699.091
15943,697,699.091
15944,697,699.091
15945,697,699.091
15946,697,699.091
15947,697.057,699.148
15948,697.113,699.205
15949,697.17,699.262
15950,697.227,699.318
15951,697.283,699.375
15952,697.34,699.432
15953,697.397,699.489
15954,697.453,699.546
15955,697.51,699.603
15956,697.567,699.659
15957,697.623,699.716
15958,697.68,699.773
15959,697.737,699.83
15960,697.713,699.806
15961,697.69,699.783
15962,697.69,699.783
15963,697.69,699.783
15964,697.69,699.783
15965,697.69,699.783
15966,697.69,699.783
15967,697.69,699.783
15968,697.69,699.783
15969,697.69,699.783
15970,697.69,699.783
15971,697.69,699.783
15972,697.69,699.783
15973,697.69,699.783
15974,697.69,699.783
15975,697.69,699.783
15976,697.69,699.783
15977,697.66,699.753
15978,697.612,699.705
15979,697.572,699.665
15980,697.535,699.628
15981,697.498,699.59
15982,697.442,699.534
15983,697.386,699.478
15984,697.33,699.422
15985,697.274,699.365
15986,697.217,699.309
15987,697.161,699.253
15988,697.105,699.197
15989,697.049,699.14
15990,697.073,699.165
15991,697.097,699.189
15992,697.098,699.189
15993,697.098,699.19
15994,697.099,699.19
15995,697.1,699.191
15996,697.1,699.192
15997,697.101,699.192
15998,697.101,699.193
15999,697.102,699.193
16000,697.103,699.194
16001,697.103,699.195
16002,697.104,699.195
16003,697.104,699.196
16004,697.105,699.196
16005,697.106,699.197
16006,697.125,699.216
16007,697.117,699.208
16008,697.128,699.219
16009,697.13,699.222
16010,697.161,699.253
16011,697.198,699.29
16012,697.198,699.29
16013,697.254,699.346
16014,697.254,699.346
16015,697.287,699.379
16016,697.32,699.412
16017,697.347,699.439
16018,697.375,699.467
16019,697.403,699.495
16020,697.457,699.549
16021,697.511,699.603
16022,697.565,699.657
16023,697.592,699.685
16024,697.62,699.713
16025,697.648,699.741
16026,697.702,699.795
16027,697.729,699.823
16028,697.757,699.85
16029,697.811,699.904
16030,697.865,699.959
16031,697.921,700.015
16032,697.977,700.071
16033,698.005,700.099
16034,698.061,700.155
16035,698.117,700.211
16036,698.126,700.22
16037,698.163,700.257
16038,698.172,700.266
16039,698.209,700.304
16040,698.188,700.282
16041,698.188,700.282
16042,698.244,700.338
16043,698.216,700.311
16044,698.244,700.339
16045,698.239,700.334
16046,698.235,700.33
16047,698.263,700.358
16048,698.264,700.359
16049,698.265,700.359
16050,698.266,700.361
16051,698.268,700.363
16052,698.27,700.365
16053,698.299,700.393
16054,698.299,700.394
16055,698.327,700.422
16056,698.329,700.424
16057,698.358,700.453
16058,698.386,700.481
16059,698.388,700.483
16060,698.39,700.485
16061,698.39,700.485
16062,698.362,700.457
16063,698.39,700.485
16064,698.39,700.485
16065,698.39,700.485
16066,698.418,700.513
16067,698.418,700.513
16068,698.446,700.542
16069,698.446,700.542
16070,698.474,700.57
16071,698.475,700.57
16072,698.475,700.57
16073,698.503,700.598
16074,698.531,700.626
16075,698.558,700.654
16076,698.561,700.657
16077,698.536,700.632
16078,698.54,700.635
16079,698.568,700.663
16080,698.544,700.64
16081,698.52,700.616
16082,698.52,700.616
16083,698.521,700.616
16084,698.548,700.644
16085,698.548,700.644
16086,698.548,700.644
16087,698.548,700.644
16088,698.548,700.644
16089,698.549,700.644
16090,698.549,700.644
16091,698.549,700.644
16092,698.576,700.672
16093,698.549,700.645
16094,698.549,700.645
16095,698.549,700.645
16096,698.549,700.645
16097,698.549,700.645
16098,698.549,700.645
16099,698.55,700.645
16100,698.549,700.645
16101,698.549,700.645
16102,698.549,700.645
16103,698.549,700.645
16104,698.549,700.645
16105,698.549,700.645
16106,698.574,700.67
16107,698.599,700.695
16108,698.623,700.719
16109,698.623,700.719
16110,698.647,700.743
16111,698.671,700.767
16112,698.671,700.767
16113,698.671,700.767
16114,698.671,700.767
16115,698.671,700.767
16116,698.671,700.767
16117,698.671,700.767
16118,698.671,700.767
16119,698.671,700.767
16120,698.703,700.799
16121,698.746,700.842
16122,698.768,700.864
16123,698.849,700.946
16124,698.904,701
16125,698.926,701.022
16126,698.948,701.044
16127,699.002,701.099
16128,699.024,701.121
16129,699.046,701.143
16130,699.066,701.164
16131,699.087,701.185
16132,699.109,701.206
16133,699.13,701.228
16134,699.185,701.282
16135,699.268,701.366
16136,699.351,701.449
16137,699.372,701.471
16138,699.456,701.554
16139,699.477,701.576
16140,699.499,701.597
16141,699.52,701.619
16142,699.603,701.702
16143,699.65,701.749
16144,699.697,701.796
16145,699.769,701.868
16146,699.843,701.943
16147,699.918,702.018
16148,699.992,702.092
16149,700.067,702.167
16150,700.11,702.21
16151,700.141,702.241
16152,700.194,702.294
16153,700.213,702.314
16154,700.233,702.334
16155,700.286,702.386
16156,700.338,702.439
16157,700.358,702.459
16158,700.41,702.512
16159,700.463,702.564
16160,700.516,702.618
16161,700.57,702.672
16162,700.623,702.725
16163,700.676,702.778
16164,700.696,702.798
16165,700.686,702.788
16166,700.678,702.78
16167,700.731,702.833
16168,700.721,702.824
16169,700.774,702.876
16170,700.826,702.929
16171,700.879,702.981
16172,700.87,702.973
16173,700.869,702.972
16174,700.868,702.971
16175,700.842,702.944
16176,700.813,702.915
16177,700.784,702.886
16178,700.754,702.857
16179,700.725,702.827
16180,700.695,702.798
16181,700.666,702.768
16182,700.637,702.738
16183,700.606,702.708
16184,700.576,702.677
16185,700.547,702.648
16186,700.518,702.619
16187,700.489,702.591
16188,700.461,702.563
16189,700.433,702.534
16190,700.405,702.506
16191,700.377,702.478
16192,700.348,702.449
16193,700.32,702.421
16194,700.292,702.393
16195,700.292,702.393
16196,700.293,702.394
16197,700.293,702.394
16198,700.294,702.394
16199,700.281,702.382
16200,700.281,702.382
16201,700.317,702.418
16202,700.32,702.421
16203,700.351,702.452
16204,700.382,702.484
16205,700.414,702.515
16206,700.445,702.547
16207,700.477,702.578
16208,700.509,702.61
16209,700.541,702.642
16210,700.573,702.675
16211,700.605,702.707
16212,700.637,702.739
16213,700.67,702.772
16214,700.703,702.806
16215,700.735,702.838
16216,700.767,702.869
16217,700.798,702.9
16218,700.829,702.932
16219,700.86,702.963
16220,700.891,702.994
16221,700.922,703.025
16222,700.953,703.056
16223,700.984,703.087
16224,701.015,703.118
16225,701.017,703.12
16226,701.02,703.123
16227,701.022,703.125
16228,701.024,703.127
16229,701.04,703.143
16230,701.043,703.146
16231,701.01,703.113
16232,701.042,703.146
16233,701.075,703.179
16234,701.089,703.193
16235,701.103,703.207
16236,701.118,703.221
16237,701.132,703.235
16238,701.146,703.249
16239,701.148,703.252
16240,701.15,703.254
16241,701.153,703.256
16242,701.155,703.258
16243,701.157,703.261
16244,701.16,703.263
16245,701.162,703.265
16246,701.164,703.268
16247,701.167,703.27
16248,701.167,703.27
16249,701.166,703.27
16250,701.164,703.268
16251,701.162,703.265
16252,701.159,703.263
16253,701.157,703.26
16254,701.155,703.258
16255,701.152,703.256
16256,701.15,703.253
16257,701.122,703.225
16258,701.094,703.197
16259,701.066,703.169
16260,701.038,703.141
16261,701.005,703.108
16262,700.939,703.042
16263,700.873,702.975
16264,700.825,702.928
16265,700.78,702.882
16266,700.716,702.819
16267,700.653,702.755
16268,700.606,702.708
16269,700.57,702.672
16270,700.535,702.637
16271,700.5,702.601
16272,700.464,702.566
16273,700.429,702.53
16274,700.393,702.495
16275,700.388,702.489
16276,700.378,702.48
16277,700.369,702.47
16278,700.295,702.396
16279,700.217,702.318
16280,700.08,702.181
16281,699.943,702.043
16282,699.807,701.906
16283,699.67,701.769
16284,699.532,701.631
16285,699.372,701.47
16286,699.212,701.309
16287,699.055,701.153
16288,698.89,700.987
16289,698.755,700.852
16290,698.621,700.717
16291,698.491,700.587
16292,698.361,700.457
16293,698.232,700.327
16294,698.196,700.29
16295,698.158,700.252
16296,698.133,700.228
16297,698.151,700.245
16298,698.152,700.246
16299,698.153,700.247
16300,698.154,700.248
16301,698.14,700.234
16302,698.137,700.231
16303,698.134,700.228
16304,698.131,700.225
16305,698.03,700.124
16306,698.001,700.095
16307,697.885,699.978
16308,697.835,699.929
16309,697.789,699.882
16310,697.805,699.898
16311,697.82,699.914
16312,697.793,699.886
16313,697.765,699.858
16314,697.738,699.831
16315,697.694,699.788
16316,697.623,699.716
16317,697.574,699.666
16318,697.6,699.692
16319,697.595,699.687
16320,697.589,699.682
16321,697.584,699.677
16322,697.578,699.671
16323,697.571,699.663
16324,697.47,699.563
16325,697.412,699.504
16326,697.358,699.45
16327,697.263,699.354
16328,697.167,699.259
16329,697.072,699.163
16330,696.976,699.066
16331,696.845,698.936
16332,696.675,698.765
16333,696.516,698.605
16334,696.319,698.408
16335,696.19,698.279
16336,695.982,698.07
16337,695.853,697.94
16338,695.721,697.808
16339,695.59,697.677
16340,695.458,697.545
16341,695.326,697.412
16342,695.237,697.323
16343,695.149,697.234
16344,695.06,697.145
16345,695.01,697.095
16346,694.99,697.075
16347,694.968,697.053
16348,694.88,696.965
16349,694.792,696.876
16350,694.706,696.79
16351,694.618,696.702
16352,694.533,696.617
16353,694.448,696.531
16354,694.362,696.445
16355,694.233,696.316
16356,694.105,696.188
16357,693.977,696.059
16358,693.849,695.93
16359,693.72,695.802
16360,693.593,695.673
16361,693.514,695.595
16362,693.464,695.545
16363,693.386,695.466
16364,693.345,695.425
16365,693.304,695.384
16366,693.275,695.355
16367,693.255,695.335
16368,693.237,695.317
16369,693.217,695.297
16370,693.194,695.274
16371,693.156,695.235
16372,693.124,695.203
16373,693.092,695.171
16374,693.054,695.133
16375,693.016,695.095
16376,692.975,695.054
16377,692.941,695.02
16378,692.903,694.982
16379,692.865,694.944
16380,692.825,694.903
16381,692.787,694.865
16382,692.746,694.825
16383,692.708,694.787
16384,692.67,694.749
16385,692.633,694.71
16386,692.594,694.672
16387,692.556,694.634
16388,692.518,694.596
16389,692.48,694.558
16390,692.442,694.519
16391,692.404,694.481
16392,692.371,694.448
16393,692.355,694.432
16394,692.343,694.42
16395,692.343,694.42
16396,692.343,694.42
16397,692.349,694.426
16398,692.356,694.433
16399,692.363,694.44
16400,692.388,694.465
16401,692.429,694.506
16402,692.463,694.541
16403,692.498,694.575
16404,692.547,694.625
16405,692.596,694.674
16406,692.646,694.724
16407,692.691,694.769
16408,692.746,694.824
16409,692.801,694.88
16410,692.856,694.935
16411,692.911,694.99
16412,693.035,695.114
16413,693.036,695.115
16414,693.037,695.116
16415,693.092,695.172
16416,693.182,695.261
16417,693.271,695.351
16418,693.361,695.441
16419,693.45,695.53
16420,693.452,695.533
16421,693.462,695.543
16422,693.468,695.549
16423,693.464,695.544
16424,693.455,695.535
16425,693.434,695.514
16426,693.38,695.46
16427,693.29,695.37
16428,693.196,695.276
16429,693.102,695.182
16430,692.994,695.073
16431,692.881,694.96
16432,692.768,694.846
16433,692.653,694.731
16434,692.53,694.608
16435,692.407,694.484
16436,692.318,694.395
16437,692.229,694.306
16438,692.075,694.151
16439,691.919,693.995
16440,691.764,693.84
16441,691.609,693.683
16442,691.355,693.429
16443,691.22,693.294
16444,691.086,693.159
16445,690.891,692.964
16446,690.662,692.734
16447,690.432,692.504
16448,690.203,692.274
16449,689.974,692.044
16450,689.832,691.902
16451,689.674,691.743
16452,689.516,691.585
16453,689.369,691.437
16454,689.221,691.289
16455,689.054,691.122
16456,688.92,690.987
16457,688.816,690.882
16458,688.715,690.781
16459,688.634,690.7
16460,688.534,690.599
16461,688.438,690.503
16462,688.343,690.408
16463,688.25,690.314
16464,688.156,690.22
16465,688.061,690.126
16466,687.9,689.964
16467,687.739,689.802
16468,687.637,689.7
16469,687.534,689.597
16470,687.428,689.49
16471,687.312,689.374
16472,687.226,689.287
16473,687.191,689.252
16474,687.156,689.217
16475,687.126,689.188
16476,687.097,689.159
16477,687.068,689.13
16478,687.039,689.1
16479,687.01,689.071
16480,686.98,689.041
16481,686.98,689.041
16482,686.98,689.041
16483,686.988,689.049
16484,686.996,689.057
16485,687.025,689.086
16486,687.053,689.114
16487,687.162,689.223
16488,687.271,689.333
16489,687.346,689.408
16490,687.455,689.518
16491,687.564,689.627
16492,687.72,689.783
16493,687.875,689.939
16494,688.051,690.115
16495,688.227,690.291
16496,688.436,690.501
16497,688.645,690.71
16498,688.853,690.92
16499,689.128,691.196
16500,689.37,691.438
16501,689.622,691.691
16502,689.87,691.939
16503,690.052,692.123
16504,690.235,692.306
16505,690.418,692.489
16506,690.601,692.673
16507,690.784,692.857
16508,690.968,693.041
16509,691.151,693.224
16510,691.334,693.408
16511,691.497,693.571
16512,691.659,693.734
16513,691.813,693.888
16514,691.967,694.043
16515,692.121,694.198
16516,692.33,694.407
16517,692.458,694.536
16518,692.581,694.659
16519,692.718,694.796
16520,692.85,694.928
16521,692.981,695.06
16522,693.117,695.197
16523,693.252,695.332
16524,693.367,695.447
16525,693.48,695.56
16526,693.593,695.674
16527,693.72,695.801
16528,693.883,695.964
16529,693.981,696.063
16530,694.115,696.198
16531,694.25,696.333
16532,694.388,696.472
16533,694.53,696.614
16534,694.649,696.733
16535,694.768,696.852
16536,694.887,696.972
16537,695.006,697.091
16538,695.125,697.21
16539,695.244,697.33
16540,695.35,697.436
16541,695.456,697.542
16542,695.562,697.648
16543,695.667,697.754
16544,695.773,697.86
16545,695.878,697.965
16546,695.928,698.016
16547,695.979,698.066
16548,696.035,698.123
16549,696.09,698.179
16550,696.137,698.225
16551,696.222,698.311
16552,696.219,698.307
16553,696.216,698.305
16554,696.214,698.302
16555,696.213,698.301
16556,696.169,698.258
16557,696.097,698.185
16558,695.989,698.077
16559,695.881,697.969
16560,695.761,697.848
16561,695.641,697.728
16562,695.521,697.608
16563,695.415,697.502
16564,695.282,697.368
16565,695.225,697.31
16566,695.242,697.328
16567,695.26,697.346
16568,695.278,697.364
16569,695.295,697.381
16570,695.204,697.29
