0, value
0,686.698
1,686.698
2,687.49
3,687.49
4,687.499
5,687.499
6,687.499
7,686.698
8,686.7
9,686.712
10,687.6
11,687.6
12,687.6
13,687.6
14,687.6
15,687.6
16,687.6
17,687.6
18,687.6
19,686.701
20,686.7
21,686.7
22,686.7
23,686.698
24,687.599
25,687.6
26,687.599
27,687.599
28,687
29,687
30,687.59
31,687.58
32,687.589
33,687.59
34,686.698
35,686.69
36,686.697
37,686
38,686.38
39,686.389
40,686
41,686
42,686
43,686.05
44,686.389
45,686
46,686
47,686.13
48,686.399
49,686.4
50,686.57
51,686.698
52,686.999
53,686.001
54,686.001
55,686.001
56,686
57,686.001
58,686.001
59,686.001
60,686
61,686
62,686
63,686
64,686
65,686.001
66,686.001
67,684.182
68,684.182
69,683.915
70,683.81
71,684.347
72,683.445
73,685
74,684.347
75,685
76,685
77,685
78,685
79,685
80,685
81,685
82,685
83,685
84,685
85,685
86,685
87,685
88,685
89,685
90,685
91,685
92,686.001
93,686.001
94,686.001
95,686.001
96,686.001
97,686.001
98,686.001
99,686.001
100,686.001
101,684.841
102,684.841
103,684.841
104,684.841
105,686.001
106,686.001
107,684.377
108,684.377
109,684.377
110,684.376
111,684.376
112,684.377
113,684.377
114,684.377
115,684.377
116,684.377
117,684.377
118,684.377
119,684.377
120,684.377
121,684.377
122,684.377
123,684.377
124,684.377
125,684.377
126,684.377
127,684.377
128,684.377
129,683.557
130,684.377
131,683.621
132,683.781
133,683.781
134,683.781
135,683.781
136,683.781
137,684.949
138,684.95
139,685
140,686.001
141,686.033
142,686.033
143,686.03
144,686.79
145,686.794
146,686.793
147,686.793
148,686.793
149,685.6
150,685.6
151,684.788
152,684.788
153,684.652
154,684.291
155,684.29
156,683.873
157,684.653
158,684.678
159,684.677
160,684.676
161,684
162,685.999
163,685.51
164,685.99
165,685.99
166,686
167,685.999
168,685.99
169,686
170,686
171,685.779
172,686.108
173,683.977
174,683.977
175,683.977
176,683.214
177,683.978
178,683.978
179,683.978
180,683.978
181,683.215
182,683.215
183,683.213
184,683.78
185,683.213
186,683.213
187,683.883
188,683.925
189,683.925
190,683.28
191,683.9
192,683.9
193,683.9
194,683.899
195,683.899
196,683.899
197,683.9
198,683.899
199,685.15
200,685
201,685.13
202,683.906
203,683.906
204,683.581
205,683.58
206,684.99
207,683.49
208,683.492
209,683.21
210,683.152
211,683
212,682.401
213,683
214,682.941
215,682.941
216,682.4
217,682.325
218,681.95
219,682.35
220,682.35
221,682.235
222,682.235
223,681.95
224,682.35
225,682.35
226,682.35
227,682.351
228,682.352
229,682.35
230,682.351
231,682.35
232,682.35
233,682.35
234,682.35
235,682.33
236,681.95
237,680.026
238,680.595
239,681.95
240,681.95
241,682.863
242,682.992
243,683
244,682.25
245,682.257
246,682.999
247,680.632
248,680.632
249,680.632
250,680.63
251,682.217
252,682.997
253,682.999
254,683
255,681.11
256,681.109
257,681.095
258,681.09
259,681.09
260,681.089
261,681.089
262,681.089
263,681.081
264,681.089
265,680.314
266,680
267,680.199
268,680
269,680
270,680
271,680
272,680
273,680.02
274,680
275,680
276,679.909
277,679.683
278,678.467
279,678.466
280,681.314
281,680.849
282,680.847
283,680
284,680.75
285,680.75
286,681.249
287,681.2
288,681.2
289,681.2
290,681.2
291,681.2
292,681.203
293,681.2
294,682.02
295,682.109
296,682.11
297,682.147
298,682.148
299,682.997
300,683
301,683.3
302,683.3
303,682.98
304,681.21
305,682.99
306,683
307,682.99
308,681.447
309,681.2
310,681.454
311,681.453
312,681.45
313,681.2
314,680.829
315,681
316,681.001
317,681
318,681
319,681
320,680.851
321,680.849
322,681
323,681
324,681
325,680.764
326,681
327,681
328,680.74
329,680.74
330,680.74
331,680.99
332,681
333,681
334,681
335,680.96
336,681
337,681
338,681
339,681
340,681
341,681
342,680.4
343,680
344,679.98
345,679.537
346,679.64
347,679.64
348,679.542
349,679.103
350,679.1
351,678.9
352,678.9
353,678.681
354,678.671
355,678.671
356,678.485
357,678.485
358,678.485
359,678.484
360,678.414
361,678.298
362,678.297
363,680
364,680
365,680
366,680
367,681
368,681
369,678.321
370,681
371,681
372,681
373,681
374,679.86
375,679.86
376,679.861
377,681
378,681.034
379,681.096
380,682.308
381,682.998
382,678.41
383,678.403
384,679.86
385,681.999
386,682
387,679.74
388,680.99
389,680.999
390,680.999
391,681
392,680.95
393,680.95
394,680.95
395,680.999
396,680.89
397,680.89
398,680.65
399,680.55
400,678.911
401,678.911
402,680.469
403,680.55
404,680.932
405,678.9
406,680.17
407,680.17
408,680.17
409,680.17
410,680.18
411,680.999
412,680.999
413,680.999
414,680.999
415,680.999
416,681
417,680.43
418,680.43
419,680.43
420,680.433
421,680.865
422,680.49
423,680.49
424,680.496
425,680.989
426,679.47
427,679.47
428,679.47
429,679.47
430,679.47
431,679.47
432,679.241
433,679.191
434,679.191
435,679.18
436,679.176
437,679.08
438,678.9
439,678.9
440,678.79
441,678.235
442,678
443,679.22
444,679.225
445,679.22
446,679.225
447,679.22
448,679.22
449,679.225
450,679.22
451,679.22
452,679.22
453,679.22
454,679.22
455,679.148
456,679.148
457,679.148
458,679.148
459,679.207
460,679.207
461,679.207
462,679.207
463,679
464,679
465,679
466,679
467,679
468,679
469,679
470,679
471,680
472,680
473,680.87
474,680.87
475,680.87
476,680.87
477,680.87
478,681
479,681
480,681
481,681
482,681
483,681
484,681
485,681
486,681
487,681
488,681
489,681
490,681
491,681
492,681
493,681
494,681
495,681
496,681
497,681
498,681
499,681
500,681
501,681
502,681
503,681
504,681
505,681
506,680.084
507,680.083
508,680.083
509,680.082
510,680.081
511,680.08
512,681
513,681
514,681
515,681
516,680.182
517,680.181
518,680.18
519,680
520,680
521,680
522,680
523,680
524,679.428
525,680
526,680
527,680
528,680
529,680
530,680
531,680
532,680
533,680
534,680
535,680
536,680
537,680
538,680
539,680
540,680
541,680
542,680
543,680
544,682
545,680.448
546,680.441
547,680.44
548,680.44
549,680.362
